"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Eureka County, Nevada","","","","","",1344.0,-11.867288892157376,-2.8231622707098722,7.955828480990931,10.132424760609865,0.0,141.0
"Evangeline Parish, Louisiana",-302.89999999999986,-302.89999999999986,0.0,0.0,1.0,16685.0,-16.1553813833234,-36.672349709115224,-20.516968325790874,-20.516968325790874,0.0,4989.0
"Evans County, Georgia","","","","","",5116.0,"","","","","",1529.0
"Fairbanks North Star Borough, Alaska","","","","","",60588.0,-394.4127181642107,-487.6368616677937,-93.2241435035579,-93.2241435035579,0.0,17265.0
"Fairfax County, Virginia",5231.971428571429,5231.971428571429,0.0,0.0,1.0,797047.0,1034.1928571428573,1034.1928571428573,0.0,0.0,1.0,160528.0
"Fairfax city, Virginia",-45.547116830945015,-119.21379246935248,-68.45130358689858,-78.88204767934803,0.0,16115.0,"","","","","",4638.0
"Fairfield County, Ohio",584.3535714285714,584.3535714285714,0.0,0.0,1.0,105901.0,300.4214285714285,300.4214285714285,0.0,0.0,1.0,20590.0
"Fairfield County, South Carolina",-486.98947079852223,-622.5189992450178,-128.44952593311973,-142.6095309620796,0.0,10006.0,"","","","","",3173.0
"Fajardo Municipio, Puerto Rico",-415.59642857142853,-415.59642857142853,0.0,0.0,1.0,12519.0,90.3876858435724,100.33920491273966,9.9515190691661,9.9515190691661,0.0,4843.0
"Fall River County, South Dakota","","","","","",3476.0,106.40224203839898,154.4830615222454,44.664404201048455,51.49723476901272,0.0,1537.0
"Fallon County, Montana",42.49425319954753,77.44717281125486,32.04040075828743,37.86543846593486,0.0,2006.0,-28.859851870685816,-55.610157107934356,-24.537761246956507,-28.96284923114581,0.0,533.0
"Falls Church city, Virginia",171.45714285714286,171.45714285714286,0.0,0.0,1.0,10202.0,47.10000000000001,47.10000000000001,0.0,0.0,1.0,2702.0
"Falls County, Texas",-238.12569069862366,-354.4105610474944,-107.77720318052889,-124.79253751998476,0.0,9052.0,"","","","","",2166.0
"Fannin County, Georgia",133.07142857142858,133.07142857142858,0.0,0.0,1.0,16843.0,52.84642857142857,52.84642857142857,0.0,0.0,1.0,3986.0
"Fannin County, Texas","","","","","",21425.0,65.61071428571427,65.61071428571427,0.0,0.0,1.0,4631.0
"Faribault County, Minnesota",-103.98214285714286,-103.98214285714286,0.0,0.0,1.0,8561.0,18.435714285714287,18.435714285714287,0.0,0.0,1.0,2563.0
"Faulk County, South Dakota",26.58889786684267,32.78169036845793,6.192792501616112,6.192792501616112,0.0,1449.0,"","","","","",323.0
"Faulkner County, Arkansas",677.5785714285714,677.5785714285714,0.0,0.0,1.0,74883.0,410.6071428571429,410.6071428571429,0.0,0.0,1.0,23095.0
"Fauquier County, Virginia",269.76071428571424,269.76071428571424,0.0,0.0,1.0,50551.0,92.33571428571427,92.33571428571427,0.0,0.0,1.0,8539.0
"Fayette County, Alabama",-239.27535106241703,-363.02439042180777,-112.9593837408247,-134.5386949526146,0.0,10086.0,"","","","","",2322.0
"Fayette County, Georgia",401.91785714285714,401.91785714285714,0.0,0.0,1.0,85719.0,186.7214285714286,186.7214285714286,0.0,0.0,1.0,10646.0
"Fayette County, Illinois",-107.76785714285714,-107.76785714285714,0.0,0.0,1.0,13021.0,143.74161279895634,163.12057207497855,19.378959276017884,19.378959276017884,0.0,3524.0
"Fayette County, Indiana",-187.54642857142852,-187.54642857142852,0.0,0.0,1.0,13057.0,174.69518422754481,196.03842921784963,21.34324499030466,21.34324499030466,0.0,4497.0
"Fayette County, Iowa",-159.62499999999997,-159.62499999999997,0.0,0.0,1.0,11886.0,"","","","","",4002.0
"Fayette County, Kentucky",1185.5892857142858,1185.5892857142858,0.0,0.0,1.0,166428.0,863.7392857142855,863.7392857142855,0.0,0.0,1.0,78329.0
"Fayette County, Ohio","","","","","",16499.0,460.2177593111992,632.7449085339904,160.91628949332517,184.13800895032182,0.0,5254.0
"Fayette County, Pennsylvania",-855.9000000000002,-855.9000000000002,0.0,0.0,1.0,72909.0,296.0464285714285,296.0464285714285,0.0,0.0,1.0,25179.0
"Fayette County, Tennessee",171.7321428571428,171.7321428571428,0.0,0.0,1.0,27568.0,137.85714285714283,137.85714285714283,0.0,0.0,1.0,5168.0
"Fayette County, Texas",23.832641027867794,129.187485486269,93.47953022470028,117.23015868008224,0.0,16096.0,158.85627210885286,244.77552440017462,79.71299285672649,92.12551170987717,0.0,3473.0
"Fayette County, West Virginia",-258.8857142857143,-258.8857142857143,0.0,0.0,1.0,23333.0,-46.80357142857143,-46.80357142857143,0.0,0.0,1.0,6135.0
"Fentress County, Tennessee","","","","","",10839.0,189.29967728629708,259.0146183632314,64.69225379623094,74.73762835589878,0.0,3280.0
"Fergus County, Montana",-105.49642857142857,-105.49642857142857,0.0,0.0,1.0,6872.0,"","","","","",2473.0
"Ferry County, Washington",-86.14716028049588,-123.47889553569257,-34.1385477257827,-40.52492278885802,0.0,4166.0,31.449999999999996,31.449999999999996,0.0,0.0,1.0,1493.0
"Fillmore County, Minnesota",-246.7366070598364,-377.009949631989,-120.46627873365651,-140.08040643644927,0.0,14439.0,"","","","","",3291.0
"Fillmore County, Nebraska",84.08823122549802,117.95328364614397,31.87077137394772,35.85933346527145,0.0,3855.0,"","","","","",1026.0
"Finney County, Kansas",-312.7749999999999,-312.7749999999999,0.0,0.0,1.0,21775.0,60.12857142857141,60.12857142857141,0.0,0.0,1.0,4980.0
"Fisher County, Texas",-20.235714285714284,-20.235714285714284,0.0,0.0,1.0,2511.0,-83.59920263662934,-116.98827107157558,-31.34092866519859,-35.437208202558395,0.0,544.0
"Flagler County, Florida",1269.432142857143,1269.432142857143,0.0,0.0,1.0,77775.0,385.83214285714286,385.83214285714286,0.0,0.0,1.0,16561.0
"Flathead County, Montana",1010.9678571428573,1010.9678571428573,0.0,0.0,1.0,69844.0,266.9535714285714,266.9535714285714,0.0,0.0,1.0,17914.0
"Fleming County, Kentucky",-320.3139643520117,-464.4737628698349,-132.6203942828579,-155.699202729651,0.0,9401.0,31.11428571428571,31.11428571428571,0.0,0.0,1.0,2209.0
"Florence County, South Carolina","","","","","",72030.0,354.42142857142846,354.42142857142846,0.0,0.0,1.0,22453.0
"Florence County, Wisconsin",-24.81785714285714,-24.81785714285714,0.0,0.0,1.0,3017.0,-32.73392910324037,-61.89347624965012,-26.76896142100304,-31.550132863863837,0.0,821.0
"Florida Municipio, Puerto Rico",-283.125,-283.125,0.0,0.0,1.0,5229.0,62.12908855850037,69.84822236586842,7.719133807368841,7.719133807368841,0.0,1073.0
"Floyd County, Georgia","","","","","",54184.0,452.7354775816202,719.5749428123236,245.42135312143364,288.2575773560675,0.0,13890.0
"Floyd County, Indiana",186.93214285714285,186.93214285714285,0.0,0.0,1.0,48539.0,215.20357142857142,215.20357142857142,0.0,0.0,1.0,13312.0
"Floyd County, Iowa",-100.83571428571426,-100.83571428571426,0.0,0.0,1.0,9544.0,36.67857142857143,36.67857142857143,0.0,0.0,1.0,3092.0
"Floyd County, Kentucky",-306.98571428571427,-306.98571428571427,0.0,0.0,1.0,20568.0,-64.96428571428571,-64.96428571428571,0.0,0.0,1.0,5061.0
"Floyd County, Texas",-102.94642857142856,-102.94642857142856,0.0,0.0,1.0,3428.0,"","","","","",639.0
"Floyd County, Virginia",-343.3566903684987,-389.68280542991124,-46.326115061410924,-46.326115061410924,0.0,10026.0,36.45714285714285,36.45714285714285,0.0,0.0,1.0,2925.0
"Fluvanna County, Virginia",399.18374080210924,556.1325304955244,145.0923291552608,168.80525022163056,0.0,18333.0,40.135714285714286,40.135714285714286,0.0,0.0,1.0,3317.0
"Foard County, Texas",-151.3672310449183,-214.0469426549971,-58.22716007843337,-67.13226314570056,0.0,496.0,4.630664030555636,10.925679471343756,5.701626802917872,6.888404077950327,0.0,204.0
"Fond du Lac County, Wisconsin","","","","","",65502.0,264.5035714285714,264.5035714285714,0.0,0.0,1.0,19083.0
"Ford County, Illinois",-124.39642857142856,-124.39642857142856,0.0,0.0,1.0,8342.0,-18.171784098256467,-25.27779573368025,-7.106011635423541,-7.106011635423541,0.0,2523.0
"Ford County, Kansas",-443.88379120877653,-495.0019230769103,-51.11813186813134,-51.11813186813134,0.0,20371.0,202.4098254686687,233.2162249515386,30.806399482870432,30.806399482870432,0.0,4512.0
"Forest County, Pennsylvania",111.99432773109584,139.98802521008474,27.99369747899145,27.99369747899145,0.0,2712.0,145.58679148741066,199.57393505610526,50.27397111959726,57.700316016414945,0.0,1138.0
"Forest County, Wisconsin",96.02615235373378,149.6413214802742,49.79767290088421,57.43266535953444,0.0,5500.0,"","","","","",1474.0
"Forrest County, Mississippi",880.4330801552278,1016.0534744667821,135.6203943115705,135.6203943115705,0.0,36906.0,"","","","","",15552.0
"Forsyth County, Georgia",6125.77857142857,6125.77857142857,0.0,0.0,1.0,202195.0,526.3892857142857,526.3892857142857,0.0,0.0,1.0,20390.0
"Forsyth County, North Carolina",1109.0857142857142,1109.0857142857142,0.0,0.0,1.0,207778.0,845.2535714285716,845.2535714285716,0.0,0.0,1.0,69648.0
"Fort Bend County, Texas",19210.507142857146,19210.507142857146,0.0,0.0,1.0,622298.0,2050.4857142857145,2050.4857142857145,0.0,0.0,1.0,59497.0
"Foster County, North Dakota",-15.337789796292782,-41.125533090904355,-23.381006239897033,-28.194480347465287,0.0,2401.0,26.650161603104607,29.763283775049786,3.1131221719458586,3.1131221719458586,0.0,642.0
"Fountain County, Indiana",-62.21785714285714,-62.21785714285714,0.0,0.0,1.0,10661.0,"","","","","",2668.0
"Franklin County, Alabama",253.41103749195463,319.2444246929954,65.83338720103293,65.83338720103293,0.0,19038.0,"","","","","",4227.0
"Franklin County, Arkansas",-271.47148856148124,-373.40612007677555,-94.25985775529625,-109.60940526697959,0.0,10871.0,82.8493212669764,89.5884938590898,6.739172592114332,6.739172592114332,0.0,2892.0
"Franklin County, Florida","","","","","",5642.0,91.64104718811359,103.30265029089423,11.66160310278013,11.66160310278013,0.0,2151.0
"Franklin County, Georgia","","","","","",13576.0,220.00760551542044,345.17863542586565,115.3980283875353,134.94403140492068,0.0,2979.0
"Franklin County, Idaho",79.13571428571429,79.13571428571429,0.0,0.0,1.0,11092.0,34.99285714285714,34.99285714285714,0.0,0.0,1.0,1307.0
"Franklin County, Illinois","","","","","",22791.0,71.37142857142854,71.37142857142854,0.0,0.0,1.0,7147.0
"Franklin County, Indiana",-106.51071428571426,-106.51071428571426,0.0,0.0,1.0,15427.0,207.40874272787187,235.92150937299448,28.512766645119765,28.512766645119765,0.0,3264.0
"Franklin County, Iowa",-6.266095669034257,1.7526502908895054,8.01874595992227,8.01874595992227,0.0,6807.0,"","","","","",1586.0
"Franklin County, Kansas","","","","","",17997.0,"","","","","",3544.0
"Franklin County, Kentucky","","","","","",26512.0,78.49999999999999,78.49999999999999,0.0,0.0,1.0,10693.0
"Franklin County, Maine",-133.79881471209228,-118.16518692672253,12.693708227363459,18.573547341111407,0.0,17124.0,101.17142857142855,101.17142857142855,0.0,0.0,1.0,6645.0
"Franklin County, Massachusetts",-235.69642857142853,-235.69642857142853,0.0,0.0,1.0,38288.0,113.43928571428572,113.43928571428572,0.0,0.0,1.0,16347.0
"Franklin County, Mississippi",-106.36467356174035,-118.35045248869574,-11.98577892695567,-11.98577892695567,0.0,4476.0,14.642954104720047,18.710827407887336,4.067873303167638,4.067873303167638,0.0,875.0
"Franklin County, Missouri",329.9762928248965,410.0598416290304,80.08354880413646,80.08354880413646,0.0,67508.0,230.64999999999998,230.64999999999998,0.0,0.0,1.0,15954.0
"Franklin County, Nebraska",-34.16785714285714,-34.16785714285714,0.0,0.0,1.0,1910.0,"","","","","",531.0
"Franklin County, New York",-217.91785714285712,-217.91785714285712,0.0,0.0,1.0,25094.0,85.29285714285712,85.29285714285712,0.0,0.0,1.0,8887.0
"Franklin County, North Carolina",1137.3993374272832,1273.1141079508234,135.7147705235903,135.7147705235903,0.0,43214.0,-31.24904654171405,-55.33162572723813,-24.082579185522427,-24.082579185522427,0.0,8517.0
"Franklin County, Ohio",5815.649999999999,5815.649999999999,0.0,0.0,1.0,664784.0,4215.2357142857145,4215.2357142857145,0.0,0.0,1.0,301962.0
"Franklin County, Pennsylvania",489.11071428571427,489.11071428571427,0.0,0.0,1.0,104477.0,698.5957686901093,950.0617063492537,233.7926093711285,269.1392659827252,0.0,23215.0
"Franklin County, Tennessee",-279.21446365118027,-456.689998626709,-160.89226448752743,-194.05880546530534,0.0,25470.0,116.0607142857143,116.0607142857143,0.0,0.0,1.0,7106.0
"Franklin County, Texas","","","","","",6848.0,"","","","","",1361.0
"Franklin County, Vermont",-212.77123464770557,-259.92120232709567,-47.14996767938034,-47.14996767938034,0.0,31233.0,63.039285714285704,63.039285714285704,0.0,0.0,1.0,8366.0
"Franklin County, Virginia",-902.8193762121082,-1019.1327246284054,-116.31334841629761,-116.31334841629761,0.0,34761.0,"","","","","",8125.0
"Franklin County, Washington",952.8357142857142,952.8357142857142,0.0,0.0,1.0,57123.0,-172.56289592762187,-218.09004524888587,-45.527149321266755,-45.527149321266755,0.0,7544.0
"Franklin Parish, Louisiana","","","","","",10404.0,-114.79728506788524,-129.11111829348374,-14.313833225598268,-14.313833225598268,0.0,2366.0
"Franklin city, Virginia",189.84996767937992,219.9702003878483,30.120232708468325,30.120232708468325,0.0,4526.0,"","","","","",1389.0
"Frederick County, Maryland",1994.9892857142856,1994.9892857142856,0.0,0.0,1.0,186347.0,522.6071428571428,522.6071428571428,0.0,0.0,1.0,35304.0
"Frederick County, Virginia",699.5142857142856,699.5142857142856,0.0,0.0,1.0,60681.0,190.90714285714287,190.90714285714287,0.0,0.0,1.0,11579.0
"Fredericksburg city, Virginia",347.28928571428577,347.28928571428577,0.0,0.0,1.0,12741.0,76.58214285714284,76.58214285714284,0.0,0.0,1.0,6958.0
"Freeborn County, Minnesota",-180.6071428571429,-180.6071428571429,0.0,0.0,1.0,17635.0,137.3987936489284,201.78863417729735,59.03765349607056,69.74202755409351,0.0,5767.0
"Freestone County, Texas","","","","","",12012.0,97.71947317389277,118.17212346477754,20.452650290885902,20.452650290885902,0.0,2764.0
"Fremont County, Colorado",451.3316580478713,508.74229153203487,57.41063348416428,57.41063348416428,0.0,25404.0,309.0805591467506,346.4362475759699,37.355688429217984,37.355688429217984,0.0,8053.0
"Fremont County, Idaho",259.2278105095029,393.066530585289,124.17016803599108,143.50727210807963,0.0,10196.0,84.63867182843387,126.20895120874047,38.70388923227074,44.43666952398053,0.0,1051.0
"Fremont County, Iowa",-49.19285714285715,-49.19285714285715,0.0,0.0,1.0,4425.0,-47.57818378508091,-77.02840103954077,-27.22290453394635,-31.677529973952915,0.0,1235.0
"Fremont County, Wyoming",-326.0717194570607,-362.27533936656255,-36.20361990950533,-36.20361990950533,0.0,21849.0,-83.42605042018113,-108.44705882354174,-25.021008403361545,-25.021008403361545,0.0,6605.0
"Fresno County, California",2801.617857142857,2801.617857142857,0.0,0.0,1.0,566320.0,1165.7678571428569,1165.7678571428569,0.0,0.0,1.0,118250.0
"Frio County, Texas",-394.89177440207277,-440.52671299289796,-45.63493859082113,-45.63493859082113,0.0,8403.0,85.55038784744829,95.03616677440368,9.485778926955343,9.485778926955343,0.0,1575.0
"Frontier County, Nebraska",18.315934065936744,23.61263736263936,5.296703296703333,5.296703296703333,0.0,1634.0,"","","","","",439.0
"Fulton County, Arkansas",-53.91812834702432,-33.936326663941145,17.419144569257696,22.54445879744526,0.0,7781.0,"","","","","",2239.0
"Fulton County, Georgia",5126.0428571428565,5126.0428571428565,0.0,0.0,1.0,499135.0,4833.599999999999,4833.599999999999,0.0,0.0,1.0,264602.0
"Fulton County, Illinois",-336.79999999999995,-336.79999999999995,0.0,0.0,1.0,18516.0,"","","","","",6244.0
"Fulton County, Indiana",-223.44600840337807,-242.47331932774978,-19.02731092437163,-19.02731092437163,0.0,12887.0,-274.7984809577465,-412.7472347691655,-128.16041796707577,-147.73708966181584,0.0,2912.0
"Fulton County, Kentucky",-116.61428571428571,-116.61428571428571,0.0,0.0,1.0,2770.0,45.81247575953603,50.33122171945979,4.5187459599224145,4.5187459599224145,0.0,1229.0
"Fulton County, New York",-178.16428571428574,-178.16428571428574,0.0,0.0,1.0,28264.0,-214.02112152554037,-259.84190368455893,-45.820782159018705,-45.820782159018705,0.0,9996.0
"Fulton County, Ohio",-196.6464285714286,-196.6464285714286,0.0,0.0,1.0,29215.0,114.54285714285713,114.54285714285713,0.0,0.0,1.0,6326.0
"Fulton County, Pennsylvania",-58.899999999999984,-58.899999999999984,0.0,0.0,1.0,9732.0,"","","","","",2262.0
"Furnas County, Nebraska","","","","","",3313.0,"","","","","",767.0
"Gadsden County, Florida","","","","","",19541.0,"","","","","",6044.0
"Gage County, Nebraska",-142.65357142857144,-142.65357142857144,0.0,0.0,1.0,13089.0,109.77836134455356,120.59558823530824,10.81722689075752,10.81722689075752,0.0,4459.0
"Gaines County, Texas",359.9464285714285,359.9464285714285,0.0,0.0,1.0,17397.0,86.83970588235752,96.31239495798945,9.47268907563039,9.47268907563039,0.0,1929.0
"Galax city, Virginia",87.5142857142857,87.5142857142857,0.0,0.0,1.0,3920.0,-79.60000000000002,-79.60000000000002,0.0,0.0,1.0,1095.0
"Gallatin County, Illinois",-55.15714285714286,-55.15714285714286,0.0,0.0,1.0,3004.0,13.710585003234883,18.870087265679103,5.159502262443647,5.159502262443647,0.0,846.0
"Gallatin County, Kentucky","","","","","",5426.0,"","","","","",1182.0
"Gallatin County, Montana",1466.3999999999994,1466.3999999999994,0.0,0.0,1.0,67807.0,898.7642857142856,898.7642857142856,0.0,0.0,1.0,33507.0
"Gallia County, Ohio",110.09532967033738,147.79038461539312,37.69505494505626,37.69505494505626,0.0,19304.0,"","","","","",4231.0
"Galveston County, Texas",3681.735714285713,3681.735714285713,0.0,0.0,1.0,224973.0,875.3178571428571,875.3178571428571,0.0,0.0,1.0,52711.0
"Garden County, Nebraska",-104.30442792502436,-118.40397543633662,-14.099547511312231,-14.099547511312231,0.0,1087.0,10.946428571428571,10.946428571428571,0.0,0.0,1.0,389.0
"Garfield County, Colorado",349.42857142857144,349.42857142857144,0.0,0.0,1.0,40495.0,343.0494505494571,379.7362637362821,36.68681318681469,36.68681318681469,0.0,9899.0
"Garfield County, Montana",-50.43142268061638,-64.52934518223628,-13.392102993735989,-14.803742008456538,0.0,736.0,10.86837427278715,13.19465093729923,2.3262766645120103,2.3262766645120103,0.0,174.0
"Garfield County, Nebraska","","","","","",1403.0,-25.7112637362643,-29.20302197802266,-3.491758241758275,-3.491758241758275,0.0,258.0
"Garfield County, Oklahoma","","","","","",36982.0,"","","","","",10200.0
"Garfield County, Utah",62.11986102132869,76.55829023916885,14.438429217840682,14.438429217840682,0.0,3413.0,"","","","","",660.0
"Garfield County, Washington",63.236083968542516,82.2902299799025,17.83236370834311,20.275928313412805,0.0,1786.0,"","","","","",328.0
"Garland County, Arkansas","","","","","",54009.0,137.89642857142854,137.89642857142854,0.0,0.0,1.0,18595.0
"Garrard County, Kentucky","","","","","",11298.0,42.717857142857135,42.717857142857135,0.0,0.0,1.0,2294.0
"Garrett County, Maryland",-198.59285714285713,-198.59285714285713,0.0,0.0,1.0,18528.0,"","","","","",4534.0
"Garvin County, Oklahoma",-543.3526341305987,-606.4465255333198,-63.09389140271659,-63.09389140271659,0.0,14895.0,75.7642857142857,75.7642857142857,0.0,0.0,1.0,4227.0
"Garza County, Texas",-100.12605160474777,-169.18995663523674,-63.98987285476687,-74.13793720986723,0.0,3018.0,"","","","","",602.0
"Gasconade County, Missouri",-199.0375385209918,-271.02533745393157,-67.05963150862954,-76.91596635049063,0.0,9539.0,"","","","","",2500.0
"Gaston County, North Carolina",737.1321428571429,737.1321428571429,0.0,0.0,1.0,130982.0,835.2535714285714,835.2535714285714,0.0,0.0,1.0,37905.0
"Gates County, North Carolina",-84.44642857142857,-84.44642857142857,0.0,0.0,1.0,6558.0,51.235714285714266,51.235714285714266,0.0,0.0,1.0,1805.0
"Geary County, Kansas",-784.7855042017763,-950.8170168068027,-166.0315126050471,-166.0315126050471,0.0,22228.0,378.54389636963606,561.5071046948433,168.40287648813683,197.52354013898002,0.0,4993.0
"Geauga County, Ohio",608.058758888219,687.547123464843,79.48836457660555,79.48836457660555,0.0,73298.0,173.46071428571426,173.46071428571426,0.0,0.0,1.0,11690.0
"Gem County, Idaho",615.0870071105892,700.8491273433028,85.76212023270793,85.76212023270793,0.0,12893.0,"","","","","",2161.0
"Genesee County, Michigan",-2667.5214285714283,-2667.5214285714283,0.0,0.0,1.0,211351.0,427.4857142857142,427.4857142857142,0.0,0.0,1.0,75142.0
"Genesee County, New York",-299.71071428571423,-299.71071428571423,0.0,0.0,1.0,34280.0,163.52857142857144,163.52857142857144,0.0,0.0,1.0,11542.0
"Geneva County, Alabama",-79.29209618270397,-189.30514115095139,-100.20906055058731,-119.81702938071248,0.0,16434.0,139.71737233355088,159.69943438914197,19.982062055592532,19.982062055592532,0.0,4336.0
"Gentry County, Missouri",-122.63674854558485,-141.9321590174659,-19.2954104718818,-19.2954104718818,0.0,4039.0,55.626065894030035,78.31120019871742,21.16747467586356,24.202793931708584,0.0,1078.0
"George County, Mississippi",-21.603603027760983,-118.00200851261616,-87.40934061871667,-105.38747033359687,0.0,16059.0,52.51428571428572,52.51428571428572,0.0,0.0,1.0,2663.0
"Georgetown County, South Carolina",713.7322398190154,808.4786845507333,94.74644473173839,94.74644473173839,0.0,36025.0,"","","","","",9061.0
"Gibson County, Indiana",-312.46493212672067,-347.4174208145123,-34.95248868778432,-34.95248868778432,0.0,21182.0,181.1996444731849,207.665061409185,26.465416936005496,26.465416936005496,0.0,5274.0
"Gibson County, Tennessee","","","","","",30865.0,286.1119747899211,329.4586134453857,43.346638655462776,43.346638655462776,0.0,7747.0
"Gila County, Arizona","","","","","",29713.0,105.91785714285714,105.91785714285714,0.0,0.0,1.0,10228.0
